,loss,class
0,0.06271249055862427,0.0
1,0.038428048292795836,0.0
2,0.03494762380917865,0.0
3,0.0388331413269043,0.0
4,0.026915709177653013,0.0
5,0.04925300677617389,0.0
6,0.09200482567151386,0.0
7,0.17134908835093182,0.0
8,0.06436924139658612,0.0
9,0.3308151960372925,0.0
10,0.11718018849690753,0.0
11,0.16470011075337726,0.0
12,0.040309796730677305,0.0
13,0.041228801012039185,0.0
14,0.25525224208831787,0.0
15,0.04535557826360065,0.0
16,0.046013196309407534,0.0
17,0.07644203305244446,0.0
18,0.1973394354184469,0.0
19,0.05495040615399677,0.0
20,0.032099793354670225,0.0
21,0.05808764696121216,0.0
22,0.03566843271255493,0.0
23,0.09397915005683899,0.0
24,0.1627502640088399,0.0
25,0.0346360405286153,0.0
26,0.03426121671994525,0.0
27,0.03813780347506207,0.0
28,0.037649412949879946,0.0
29,0.08299095431963605,0.0
30,0.8719515005747478,0.0
31,0.1127810577551524,0.0
32,0.03782797853151959,0.0
33,0.006745457649230957,2.0
34,0.2051792641480764,2.0
35,0.002067257960637392,2.0
36,0.031444549560546875,0.0
37,0.0388130247592926,0.0
38,0.04834534724553424,0.0
39,0.0283172031243642,0.0
40,0.03904815514882404,0.0
41,5.861123402894908e-06,2.0
42,0.0803372859954834,2.0
43,0.03226571281750995,0.0
44,0.04490248362223309,0.0
45,0.03232315182685852,0.0
46,0.031197677055994688,0.0
47,0.03782019019126892,0.0
48,0.038860867420832335,0.0
49,0.027695169051488222,0.0
50,0.02892728646596271,0.0
51,0.03519753615061444,0.0
52,0.023219714562098204,0.0
53,0.03738585114479065,0.0
54,0.03503523270289105,0.0
55,0.033768405516942324,0.0
56,0.04686209559440613,0.0
57,0.034021695454915346,0.0
58,0.04217777649561566,0.0
59,0.03611559669176739,0.0
60,0.03577281037966412,0.0
61,0.033006747563679995,0.0
62,0.03844527403513592,0.0
63,0.06573583682378131,0.0
64,0.029793808857599913,0.0
65,0.03444222609202069,0.0
66,0.041135579347610474,0.0
67,0.03815203905105591,0.0
68,0.036272416512171446,0.0
69,0.030266016721725464,0.0
70,0.029889861742655455,0.0
71,0.03734348217646283,0.0
72,0.03591054677963257,0.0
73,0.03411742051442462,0.0
74,0.03798520565032959,0.0
75,0.0294913649559021,0.0
76,7.908542950946229e-05,2.0
77,8.7122122446881e-06,2.0
78,0.05965338150660199,0.0
79,0.03190206487973529,0.0
80,0.07678422331809998,0.0
81,0.038478583097457886,0.0
82,0.25450393557548523,0.0
83,5.6743621826171875e-05,2.0
84,0.0,2.0
85,0.055020421743392944,2.0
86,0.03709243734677631,0.0
87,0.04485560456911725,0.0
88,0.04020953178405762,0.0
89,0.10218647122383118,0.0
90,0.04528049627939862,0.0
91,0.02938609321912128,0.0
92,0.03323232134183246,0.0
93,0.03668562571207684,0.0
94,0.02726148565610248,0.0
95,0.05222917596499127,0.0
96,0.03689598043759662,0.0
97,0.025851945082346617,0.0
98,0.027622143427530943,0.0
99,0.04175102710723877,0.0
100,0.032428344090779604,0.0
101,0.0330122709274292,0.0
102,0.02801730235417682,0.0
103,0.04136438171068829,0.0
104,0.03288427988688153,0.0
105,2.9802322387695312e-08,2.0
106,0.18923788269360864,2.0
107,0.0028912723064422607,2.0
108,0.24676745136578881,2.0
109,0.03175307313601178,0.0
110,0.02915401260058087,0.0
111,8.940696716308594e-06,2.0
112,0.6593712468942007,2.0
113,0.021793067455291748,0.0
114,0.02348532279332477,0.0
115,0.0006850461165110455,2.0
116,0.047048370043436705,0.0
117,0.109773447116216,0.0
118,0.03303387761116028,0.0
119,0.04112789034843445,0.0
120,0.04966568946838379,0.0
121,0.037147571643193544,0.0
122,0.33597027262051904,0.0
123,0.04050953189531964,0.0
124,0.09111710389455158,0.0
125,0.109773447116216,0.0
126,0.09478193521499634,0.0
127,0.07880754272143048,0.0
128,0.21538834770520532,0.0
129,0.032591660817464174,0.0
130,0.04731637239456177,0.0
131,0.09121898810068768,0.0
132,0.2836656868457794,0.0
133,0.9427871306737263,0.0
134,0.10491133729616803,0.0
135,0.03201591968536377,0.0
136,0.23231323560078943,0.0
137,0.0724516014258067,0.0
138,0.2994047999382019,2.0
139,0.037751068671544374,0.0
140,0.03274168570836383,0.0
141,0.050788780053456606,0.0
